CELLNAME,ENODEB_NAME,FREQUENCY_BAND,LATITUDE,LONGITUDE,AZIMUTH,current_prb,current_users,current_thrput,current_cqi,predicted_prb,predicted_users,predicted_thrput,data_freshness_timestamp,latest_observation_timestamp,data_staleness_hours,avg_prb_busy_hour,pct_congested,is_structural_congestion,rebalancing_opportunity,congestion_score,action,tier,confidence,reason,estimated_recovery_pct,priority_rank
site_0001_f1,site_0001,B20,35.91589,10.53269,30.0,54.772,1.6662,7286.1015,8.1603,42.93229674659729,1.2031468698740604,15179.351511467334,2025-12-14T23:00:00,2025-12-14T23:00:00,0.0,46.470655,0.0,False,False,0.0,Aucune action requise,none,high,Cell KPIs within normal range,0,1
site_0001_f2,site_0001,B20,35.91589,10.53269,140.0,26.1671,0.3515,13145.1415,10.1419,20.58188749898877,0.2672359900888295,19626.18339223541,2025-12-14T12:00:00,2025-12-14T23:00:00,11.0,26.364986666666667,0.0,False,False,0.0,Aucune action requise,none,high,Cell KPIs within normal range,0,1
site_0001_f3,site_0001,B20,35.91589,10.53269,310.0,21.2144,0.5074,21600.6161,9.5715,23.297095195084424,0.4552260490503921,24173.563927262894,2025-12-14T07:00:00,2025-12-14T23:00:00,16.0,39.01926470588235,0.0,False,False,0.0,Aucune action requise,none,high,Cell KPIs within normal range,0,1
site_0001_h1,site_0001,B1,35.91589,10.53269,30.0,88.3285,3.5342,6180.6354,8.2846,94.61237124053685,5.844211460916406,5386.332295502525,2025-12-14T19:00:00,2025-12-14T23:00:00,4.0,75.59136785714286,0.10714285714285714,False,False,3.0,Ajustement Tilt,court_terme,medium,Moderate CQI degradation under load — tilt adjustment may recover capacity,10,1
site_0001_h2,site_0001,B1,35.91589,10.53269,140.0,37.9236,0.863,17880.8402,10.8563,62.36749749163758,1.9276978885233407,18338.788075569297,2025-12-14T15:00:00,2025-12-14T23:00:00,8.0,35.52856,0.0,False,False,0.0,Aucune action requise,none,high,Cell KPIs within normal range,0,1
site_0001_h3,site_0001,B1,35.91589,10.53269,310.0,73.909,2.3634,14909.3617,9.858,80.15524941455375,2.5159104837641375,18208.442294274104,2025-12-14T22:00:00,2025-12-14T23:00:00,1.0,75.43323333333333,0.1111111111111111,False,False,2.0,Tuning paramètres radio,court_terme,low,Moderate load — scheduler and admission control parameter review recommended,10,1
site_0001_l1,site_0001,B1,35.91589,10.53269,30.0,90.9447,5.1118,5860.8645,9.88,89.35178060669757,4.653608305985002,5080.028624197999,2025-12-14T20:00:00,2025-12-14T23:00:00,3.0,78.37023103448276,0.034482758620689655,False,False,4.0,Ajustement Puissance,court_terme,medium,High PRB load with good CQI — power reduction may shrink footprint and offload users to neighbors,10,1
site_0001_l2,site_0001,B1,35.91589,10.53269,140.0,47.8999,0.9269,10901.0187,9.7316,48.90733406192484,1.4994530046582637,16072.99282817145,2025-12-14T19:00:00,2025-12-14T23:00:00,4.0,28.31454,0.0,False,False,1.0,Aucune action requise,none,high,Cell KPIs within normal range,0,1
site_0001_l3,site_0001,B1,35.91589,10.53269,310.0,55.8755,1.7952,11403.6564,10.0481,82.14072921377212,3.0550599576532633,11199.66965629404,2025-12-14T17:00:00,2025-12-14T23:00:00,6.0,67.62812307692307,0.0,False,False,1.0,Aucune action requise,none,high,Cell KPIs within normal range,0,1
site_0002_f1,site_0002,B20,35.86969444,10.60358333,0.0,75.6143,2.4911,11319.5176,9.0836,72.99592586899207,1.9957084616004044,13118.116249091168,2025-12-14T21:00:00,2025-12-14T23:00:00,2.0,67.68008,0.0,False,False,2.0,Tuning paramètres radio,court_terme,low,Moderate load — scheduler and admission control parameter review recommended,10,1
site_0002_f2,site_0002,B20,35.86969444,10.60358333,130.0,82.4942,2.9165,8898.5268,8.5707,71.11802208672277,2.2344765581112527,9600.686943895611,2025-12-14T23:00:00,2025-12-14T23:00:00,0.0,88.58273333333334,0.5555555555555556,True,True,2.0,Ajustement Tilt,court_terme,medium,Moderate CQI degradation under load — tilt adjustment may recover capacity,10,1
site_0002_f2,site_0002,B20,35.86969444,10.60358333,130.0,82.4942,2.9165,8898.5268,8.5707,71.11802208672277,2.2344765581112527,9600.686943895611,2025-12-14T23:00:00,2025-12-14T23:00:00,0.0,88.58273333333334,0.5555555555555556,True,True,2.0,Small Cell / Micro,moyen_terme,medium,Over 40% of busy hours congested — hotspot small cell deployment recommended to offload macro layer,45,2
site_0002_f2,site_0002,B20,35.86969444,10.60358333,130.0,82.4942,2.9165,8898.5268,8.5707,71.11802208672277,2.2344765581112527,9600.686943895611,2025-12-14T23:00:00,2025-12-14T23:00:00,0.0,88.58273333333334,0.5555555555555556,True,True,2.0,Ajout 4ème secteur,long_terme,high,Persistent heavy congestion — 4th sector addition will multiply sector capacity by ~1.8x,85,3
site_0002_f3,site_0002,B20,35.86969444,10.60358333,260.0,90.1902,3.5147,3135.0822,7.6192,87.60477067215452,3.509069898020301,4859.634857307042,2025-12-14T18:00:00,2025-12-14T23:00:00,5.0,86.24016923076923,0.7692307692307693,True,True,5.0,Équilibrage MLB,court_terme,high,PRB load critical and neighbor bands have available capacity,40,1
site_0002_f3,site_0002,B20,35.86969444,10.60358333,260.0,90.1902,3.5147,3135.0822,7.6192,87.60477067215452,3.509069898020301,4859.634857307042,2025-12-14T18:00:00,2025-12-14T23:00:00,5.0,86.24016923076923,0.7692307692307693,True,True,5.0,Ajustement Tilt,court_terme,medium,Moderate CQI degradation under load — tilt adjustment may recover capacity,10,2
site_0002_f3,site_0002,B20,35.86969444,10.60358333,260.0,90.1902,3.5147,3135.0822,7.6192,87.60477067215452,3.509069898020301,4859.634857307042,2025-12-14T18:00:00,2025-12-14T23:00:00,5.0,86.24016923076923,0.7692307692307693,True,True,5.0,Small Cell / Micro,moyen_terme,medium,Over 40% of busy hours congested — hotspot small cell deployment recommended to offload macro layer,45,3
site_0002_h1,site_0002,B1,35.86969444,10.60358333,0.0,87.0438,4.0981,9477.8175,10.097,90.64662643636669,4.389932673369184,9720.464151807355,2025-12-14T21:00:00,2025-12-14T23:00:00,2.0,88.82379999999999,0.48,True,True,3.0,Équilibrage MLB,court_terme,high,PRB load critical and neighbor bands have available capacity,40,1
site_0002_h1,site_0002,B1,35.86969444,10.60358333,0.0,87.0438,4.0981,9477.8175,10.097,90.64662643636669,4.389932673369184,9720.464151807355,2025-12-14T21:00:00,2025-12-14T23:00:00,2.0,88.82379999999999,0.48,True,True,3.0,Activation carrier (CA),moyen_terme,high,Structural congestion on B1 — CA activation with B20 anchor can double effective capacity,50,2
site_0002_h1,site_0002,B1,35.86969444,10.60358333,0.0,87.0438,4.0981,9477.8175,10.097,90.64662643636669,4.389932673369184,9720.464151807355,2025-12-14T21:00:00,2025-12-14T23:00:00,2.0,88.82379999999999,0.48,True,True,3.0,Small Cell / Micro,moyen_terme,medium,Over 40% of busy hours congested — hotspot small cell deployment recommended to offload macro layer,45,3
site_0002_h1,site_0002,B1,35.86969444,10.60358333,0.0,87.0438,4.0981,9477.8175,10.097,90.64662643636669,4.389932673369184,9720.464151807355,2025-12-14T21:00:00,2025-12-14T23:00:00,2.0,88.82379999999999,0.48,True,True,3.0,Upgrade MIMO,moyen_terme,medium,Structural congestion with high CQI — spatial multiplexing upgrade can increase spectral efficiency,30,4
site_0002_h2,site_0002,B1,35.86969444,10.60358333,130.0,95.0649,6.6177,4173.1268,7.7102,96.8198677623519,5.812745188715894,3916.8785505172373,2025-12-14T19:00:00,2025-12-14T23:00:00,4.0,97.5169625,1.0,True,True,5.0,Équilibrage MLB,court_terme,high,PRB load critical and neighbor bands have available capacity,40,1
site_0002_h2,site_0002,B1,35.86969444,10.60358333,130.0,95.0649,6.6177,4173.1268,7.7102,96.8198677623519,5.812745188715894,3916.8785505172373,2025-12-14T19:00:00,2025-12-14T23:00:00,4.0,97.5169625,1.0,True,True,5.0,Ajustement Tilt,court_terme,medium,Moderate CQI degradation under load — tilt adjustment may recover capacity,10,2
site_0002_h2,site_0002,B1,35.86969444,10.60358333,130.0,95.0649,6.6177,4173.1268,7.7102,96.8198677623519,5.812745188715894,3916.8785505172373,2025-12-14T19:00:00,2025-12-14T23:00:00,4.0,97.5169625,1.0,True,True,5.0,Activation carrier (CA),moyen_terme,high,Structural congestion on B1 — CA activation with B20 anchor can double effective capacity,50,3
site_0002_h2,site_0002,B1,35.86969444,10.60358333,130.0,95.0649,6.6177,4173.1268,7.7102,96.8198677623519,5.812745188715894,3916.8785505172373,2025-12-14T19:00:00,2025-12-14T23:00:00,4.0,97.5169625,1.0,True,True,5.0,Small Cell / Micro,moyen_terme,medium,Over 40% of busy hours congested — hotspot small cell deployment recommended to offload macro layer,45,4
site_0002_h2,site_0002,B1,35.86969444,10.60358333,130.0,95.0649,6.6177,4173.1268,7.7102,96.8198677623519,5.812745188715894,3916.8785505172373,2025-12-14T19:00:00,2025-12-14T23:00:00,4.0,97.5169625,1.0,True,True,5.0,Ajout 4ème secteur,long_terme,high,Persistent heavy congestion — 4th sector addition will multiply sector capacity by ~1.8x,85,5
